source_ID,source_content,target_ID,target_content,label
CCHIT0938,The system shall provide the ability to modify medication orders including dosing information without having to discontinue the order.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0380,The system shall capture one or more ED Diagnoses.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0403,"The system shall include documentation that itemizes the services (e.g. PHP, web services) and network protocols/ports (e.g. HL-7,  HTTP, FTP)  that are necessary for proper operation and servicing of the system, including justification of the need for that service and protocol. This information may be used by the healthcare facility to properly configure their network defenses (firewalls and routers).",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0301,The system shall support messaging between users.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0761,The system shall provide the ability for organizations to map problems to a defined nomenclature.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0435,The system shall provide only limited feedback information to the user during the authentication.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0352,"The system shall record and display the identity of the user who addended or corrected a note, as well as other attributes of the addenda or correction, such as the date and time of the change.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0718,The system shall have the ability to search by brand name but display both brand and generic names,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0562,HIEs shall be able to forward data to appropriate public health authority  (as specified in HITSP IS 02),AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0587,"The HIE shall have protection against viruses, spyware, and other malicious intrusions that can originate with Web browsing",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0500,The system shall provide the ability to print a current medication list for patient use.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0485,The system shall provide the ability to indicate normal and abnormal results based on ranges provided from the original data source.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0143,"The system shall provide the ability to establish criteria for disease management, wellness, and preventive services based on patient demographic data (minimally age and gender).",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0986,"The system shall provide the ability to send Non-Medication Orders and Updates to receiving system (e.g., LIS, RIS, Dietary)",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0114,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Medication and Immunization History information, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0798,"The system shall provide the ability to apply drug-drug, drug-allergy and drug-disease interaction checking in the same way to orders placed through an order set as to orders placed individually.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0598,"The HIE SHALL have the ability to perform the roles of Form Manager, Form Receiver and Form Archiver as documented in HITSP Transaction Package 50 Retrieve Form For Data Capture.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0108,"The system shall provide the ability to display a schedule of patient appointments, populated either through data entry in the system itself or through an external application interoperating with the system.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0816,"The system shall provide the ability to capture medication administration details as discrete data, including: (1) the medication name and dose (2) date and time of administration (3) route and site (4) lot number and expiration date (5) manufacturer and (6) user ID.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0307,I. The system shall provide the ability to capture the following data elements for cardiothoracic surgeries as discrete data elements:  1) Date of procedure 2) CPT coded test type (multiple selection capability required)  3) Procedure(s) performed (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required),AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0890,The system shall provide the ability to document clinical assessment pertinent to medication administration.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0918,"The system shall provide the ability to identify the patients current location within the hospital, including start date and time.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0097,The system shall provide the ability to create clinical documentation or notes (henceforth documentation).,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0568,"S 5.2 The  HIE system shall be able to detect security-relevant events that it mediates and generate audit records for them. At a minimum the events shall include: start/stop, user login/logout, session timeout, account lockout, patient record created/viewed/updated/deleted, scheduling, query, order, node-authentication failure, signature created/validated, PHI export (e.g. print), PHI import, and security administration events.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0665,System shall provide the capability to prompt for verification or entry of patient-specific information not currently available for the decision support checking.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0434,The system SHALL provide end-users the ability to search for medications by generic or brand name.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0791,"The system shall provide the ability to allow the clinician to order medication doses in mg/kg/min, microgram/kg, and microgram/kg/min.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0342,"The system shall provide disease management, care plans, guidelines and protocols as indicated by the  vital signs.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0394,"The system shall enforce the most restrictive set of rights/privileges or accesses needed by users/groups (e.g. System Administration, Clerical, Nurse, Doctor, etc.), or processes acting on behalf of users, for the performance of specified tasks.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0993,The system shall provide the ability to set or configure what fields are required for a complete order by order type.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0408,The system shall present the current medication lists associated with a patient.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0393b,"The system shall protect against further, possibly malicious, user authentication attempts using an appropriate mechanism (e.g. locks the account/node until released by an administrator, locks the account/node for a configurable time period, or delays the next login prompt according to a configurable delay algorithm).",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0718,The system shall have the ability to search by brand name but display both brand and generic names,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0535,The system shall support two-factor authentication in alignment with NIST 800-63 Level 3 Authentication. Note: The standards in this area are still evolving.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0280,The system shall provide the ability to specify the intended destination of the extracted information.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0119,The system shall provide the ability to display information received through health plan/payer formulary checking.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0339,"The system shall display growth charts.  Growth data (weight, length or height, head circumference and body mass index) should be graphed against normal data.",UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0872,The system shall provide the ability to display potential side effects of medications on the medication list.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0189,The system shall provide the ability to maintain a coded list of problems.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0061,The system shall provide the ability to automatically exclude from the display of current medications a prescription whose duration has been exceeded or end date has passed.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0538,The system shall update the appropriate medication list with the prescribed medications.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0516,The system shall provide the ability to view patient data from previous admissions.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0934,"The system shall provide the ability to maintain a directory which  identifies the physician by multiple unique identifiers such as UPIN, NPI, DEA number, etc.",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0183,"The system shall provide the ability to indicate the type of advance directives, such as living will, durable power of attorney, or a Do Not Resuscitate order.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0655,"If allergies are Unknown or Unable to Assess Allergies, the system shall provide the ability to require a reason to be documented.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT1050,The system should be capable of designating explicit routes for medications and prohibit selection of other routes during the ordering process.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0363,"The system must be able to associate permissions with a user using one or more of the following access controls: 1) user-based (access rights assigned to each user) 2) role-based (users are grouped and access rights assigned to these groups) or 3) context-based (role-based with additional access rights assigned or restricted based on the context of the transaction such as time-of-day, workstation-location, emergency-mode, etc.)",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT1033,"The system shall provide the ability, when a new allergy is documented, to check for a potential interaction between the newly-documented allergy and the patient's current medications, and alert the user if such interactions exist.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0275,The system shall provide the ability to send patient specific Public Health Disease Report for a reportable disease,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0886,"The system shall provide the ability to document a verbal order, including the clinician taking (receiving) the verbal order, date and time of each transaction and the ordering physician in the patient record.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0070,The system shall provide the ability to capture and store external documents.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0586,The HIE shall have in place anti virus protections consistent with the HIEs technical environment,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0714,"The system shall have the ability to record the date and time (to the minute) of the consent, refusal, or deferral status as it relates to the administration of each immunization at the time of each encounter, including the following discrete data elements: decision, name of decider, status of decider (e.g. parent, self, legal guardian, medical power of attorney), and date/time(s).",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0011,The system shall create a single patient record for each patient.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0298,The system shall provide the ability to view outstanding orders for all patients (as opposed to outstanding orders for a single patient).,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0859,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for the Registration module, and file them as intact documents in the EHR",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0928,The system shall provide the ability to indicate medication orders with medication screening alerts during medication administration.,EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0038,The system shall provide the ability for a user to attach a free text comment to a result that can be seen by another user who might subsequently view that result.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0937,The system shall provide the ability to modify medication administration schedules on the electronic medication administration record.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0083,The system shall provide the ability to capture the identity of the prescribing provider for all medication orders.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0908,"The system shall provide the ability to generate and format a valid HITSP C32 document containing subsets for the Conditions and Allergy-coded subset module with C32 declared templates and full Level 3 structured entries (discrete fields, not just narrative text) per HITSP C32 standards",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0290,"The system shall provide the ability to update a patient history by modifying, adding or removing items from the patient history as appropriate.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0103,The system shall provide the ability to create referral orders with detail adequate for correct routing.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0134,The system shall provide the ability to document reasons disease management or preventive services/wellness prompts were overridden.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0407,The system shall present recommendations for potential referrals based on patient condition (e.g. for smoking cessation counseling if the patient is prescribed a medication to support cessation).,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0700,"The system shall demonstrate the ability to generate and embed a transaction ID tracking number to patient chart outputs or exports, unique for each instance when a patient chart output/document is printed, electronically communicated, or otherwise exported",PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0514,The system shall provide the ability to view available information on incoming transported patients and rescue in-bounds.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT1002,The system shall provide the ability to support IHE ITI Framework:  Document Source  - Provide and Register Document Set,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0381,The system shall capture the admitting inpatient practitioner name and specialty.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0184,The system shall provide the ability to indicate when advance directives were last reviewed.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0097,The system shall provide the ability to create clinical documentation or notes (henceforth documentation).,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0241,The system shall provide the ability to record the user ID and date of all updates to the problem list.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0159,The system shall provide the ability to generate hardcopy and electronic output by date and/or date range.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0425,The system shall provide a means to order combination drugs or compounds (i.e. magic mouthwash).,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0582,The HIE shall conduct internal and external scanning to identify system vulnerabilities to unauthorized access,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0147,"The system shall provide the ability to filter, search or order notes by associated diagnosis within a patient record.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0536,The system shall track amendments for corrections made to a patient's chart when the original documentation was intended for a different patient without disclosing the identify of the other patient.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0057,"The system shall provide the ability to associate orders, medications, and notes with one or more problems.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0798,"The system shall provide the ability to apply drug-drug, drug-allergy and drug-disease interaction checking in the same way to orders placed through an order set as to orders placed individually.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0644,"At admission, discharge, and each change in level of care, the system shall provide the ability to retain the history of medication reconciliation (including prior medications reviewed, medications continued/discontinued, new medication orders, signature of each provider completing review) for subsequent review.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT1046,"The system shall support proof of the integrity and origin of documents in a high-assurance manner which can be verified by any party, thus being able to support the standards identified and recommended by the Health Information Technology Standards Panel",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0395,"The system shall have the ability to format for export recorded time stamps using UTC based on ISO 8601.  Example: 1994-11-05T08:15:30-05:00 corresponds to November 5, 1994, 8:15:30 am, US Eastern Standard Time.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0195,The system shall provide the ability to maintain medication ordering dates.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0241,The system shall provide the ability to record the user ID and date of all updates to the problem list.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0716,"The system shall have the ability to report on alerts or notifications and provider response occurring during the medication ordering process (place, modify, cancel)",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0124,"The system shall provide the ability to display numerical results in flow sheets and graphical form in order to compare results, and shall provide the ability to display values graphed over time.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0678,The system shall alert the user when parameters for conditional orders are met and the order becomes active.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0327,The system shall provide the ability to search for a particular study/procedure for a given patient based on date or name of study/procedure,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0742,The system shall provide for the indication of patient who is now or has been involved in a clinical trial.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0644,"At admission, discharge, and each change in level of care, the system shall provide the ability to retain the history of medication reconciliation (including prior medications reviewed, medications continued/discontinued, new medication orders, signature of each provider completing review) for subsequent review.",IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0804,"The system shall provide the ability to capture and explicitly label patient-originated data, including date and time of capture.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0164,The system shall provide the ability to graph height and weight over time.,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0724,"The system shall maintain and display as part of the medication administration profile the dates and times associated with the medication orders such as start, modify, and stop dates.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0227,The system shall provide the ability to receive patient registration data from an internal practice management system,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0941,The system shall provide the ability to notify the ordering clinician concerning orders due to expire.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0355,For systems that provide access to PHI through a web browser interface (i.e. HTML over HTTP) shall include the capability to encrypt the data communicated over the network via SSL (HTML over HTTPS). Note: Web browser interfaces are often used beyond the perimeter of the protected enterprise network,AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0849,The system shall provide the ability to detect a daily dose that exceeds the recommended range for patient age and inform the user during ordering.,UUI,Unique user identification. Assign a unique name and/or number for identifying and tracking user identity.,0
CCHIT0208,The system shall provide the ability to order radiology tests,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0498,"The system shall provide the ability to override a mask (masking parts of the EHR) in emergency or other specific situations according to scope of practice, organizational policy or jurisdictional law. Such overrides may require different levels of authority for example, access to child abuse photographs may require very high level authorization.",TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0243,The system shall provide the ability to record user ID and date/time stamp for all referral related events.,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT1013,"The system shall provide the ability to update the files containing industry standard coding schemes (such as CPT, SNOMED, ICD-9, etc.) at appropriate time intervals in order to keep the files current.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0170,"The system shall provide the ability to identify criteria for disease management, preventive, and wellness services based on clinical data (problem list, current medications, lab values).",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0937,The system shall provide the ability to modify medication administration schedules on the electronic medication administration record.,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0697,The system shall capture and maintain demographic information as discrete data elements as part of the patient record.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0796,The system shall provide the ability to amend immunization administration documentation and include as part of the legal medical record.,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0242,"The system shall provide the ability to record user and date stamp for prescription related events, such as initial creation, renewal, refills, discontinuation, and cancellation of a prescription.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0851,The system shall provide the ability to detect a drug dose that falls outside the min-max range for a single dose for the medication and to inform the clinician during ordering.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0793,"The system shall provide the ability to allow the entry of orders to be activated at a future date and time including admission orders, discharge orders, and post-op orders.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0930,The system shall provide the ability to inform the clinician about potential drug-food interactions.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0988,The system shall provide the ability to send text or coded allergy information with new electronic prescriptions via NCPDP Script 8.1 (NEWRX) using the free text field of the message drug segment (DRU 090).,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0625,The HIE shall monitor computer and network activities to detect intrusions,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0508,"The system shall provide the ability to retain data until otherwise purged, deleted, archived or otherwise deliberately removed.",AC,Access Control. Implement technical policies and procedures for electronic information systems that maintain electronic protected health information to allow access only to those persons or software programs that have been granted access rights as specified in ? 164.308(a)(4).,0
CCHIT0647,"At discharge, the system shall provide the ability to communicate current weight (including date and time of measurement) to the next provider of care.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0917,"The system shall provide the ability to identify the full content of a modified note, both the original content and the content resulting after any changes, corrections, clarifications, addenda, etc. to a finalized note, and retain amendments and corrections made to the patient's document for edit trail.",EAP,Emergency access procedure. Establish (and implement as needed) procedures for obtaining necessary electronic protected health information during an emergency.,0
CCHIT0250,The system shall provide the ability to respond to a query to share laboratory results,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0882,"The system shall provide the ability to display the ordered date, time, route of administration and dose of all scheduled medications.",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0011,The system shall create a single patient record for each patient.,PA,Person or entity authentication. Implement procedures to verify that a person or entity seeking access to electronic protected health information is the one claimed.,0
CCHIT0585,"The HIE shall have a mechanism to notify the source of the query that no match was found.     (See HITSP specifications IS 01, 02, and 03 for PIX and PDQ)",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0037,The system shall provide templates for inputting data in a structured format as part of clinical documentation.,TS,Transmission security. Implement technical security measures to guard against unauthorized access to electronic protected health information that is being transmitted over an electronic communications network.,0
CCHIT0412,The system shall provide a means to capture a Triage Acuity Rating for the patient.,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0010,"The system shall be capable, at the time of ordering a medication for administration (as opposed to prescribing), of alerting the user that based on the results of a laboratory test, the patient may be at increased risk for adverse effects of the medication.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0266,The system shall provide the ability to send a query to retrieve immunization information from an immunization registry and import immunization record into the EHR,IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0397,"The system shall include documentation available to the customer that provides guidelines for configuration and use of the EHR security controls necessary to support secure and reliable operation of the system, including but not limited to: creation, modification, and deactivation of user accounts, management of roles, reset of passwords, configuration of password constraints, and audit logs.",AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",0
CCHIT0824,"The system shall provide the ability to capture, maintain and display, as discrete data elements, historical problems associated with a patient.",TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0790,The system shall provide the ability to allow the clinician to order medication doses in mg/kg and mL/kg.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0753,The system shall provide the ability for an institution to configure medication ordering to allow the entry of free text medications and to display an alert of the implications of entering the free text medication (e.g. free text won't trigger decision support).,TED,Encryption and decryption. Implement a mechanism to encrypt and decrypt electronic protected health information.,0
CCHIT0754,The system shall provide the ability for an institution to configure problem list documentation to allow the entry of free text problems and to display an alert of the implications of entering the free text (e.g. free text won't trigger decision support),IC,Integrity controls. Implement security measures to ensure that electronically transmitted electronic protected health information is not improperly modified without detection until disposed of.,0
CCHIT0161,The system shall provide the ability to generate reports consisting of all or part of an individual patients medical record (e.g. patient summary).,SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0583,The HIE shall conduct regular system audits,AUD,"Audit Controls. Implement hardware, software, and/or procedural mechanisms that record and examine activity in information systems that contain or use electronic protected health information.",1
CCHIT0016,The system shall have the ability to provide a view of active orders for an individual patient.,AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
CCHIT0910,"The system shall provide the ability to generate and format a valid HITSP C32 document containing subsets for the Registration module with C32 declared templates and full Level 3 structured entries (discrete fields, not just narrative text) per HITSP C32 standards",SED,Encryption. Implement a mechanism to encrypt electronic protected health information whenever deemed appropriate.,0
CCHIT0543,"When passwords are used, the system shall not display passwords while being entered.",AL,Automatic logoff. Implement electronic procedures that terminate an electronic session after a predetermined time of inactivity.,0
